아파트ID,아파트명,지번주소,위도,경도,동수,세대수,임대수,용적률,건폐율,주차대수,건설사
103383,신도림로제리움(도시형),서울시 구로구 구로동 43-1,37.503491,126.891431,1,66,0,872,59,26,신세계건설(주)
132,신도림롯데,서울시 구로구 구로동 1263,37.50347,126.884476,11,718,0,253,18,898,롯데건설(주)
14514,신도림쌍용플래티넘노블(주상복합),서울시 구로구 구로동 46,37.500993,126.891253,2,155,0,631,57,186,남광토건(주)
3203,신도림일신건영,서울시 구로구 구로동 1261,37.50368,126.88582,1,124,0,384,25,121,일신건영주식회사
3204,신도림태영타운,서울시 구로구 구로동 1267,37.506025,126.888815,13,1252,0,316,20,1990,(주)태영
9937,신도림현대,서울시 구로구 구로동 560,37.504962,126.886026,3,450,0,300,20,379,현대건설(주)
9858,신성미소지움,서울시 구로구 구로동 1274,37.479573,126.896771,4,240,0,298,22,255,신성건설(주)
128531,신성스카이뷰,서울시 구로구 구로동 508-7,37.497799,126.884129,1,16,0,249,49,9,(주)신성씨앤씨건설
146199,신세계,서울시 구로구 구로동 801-9,37.485433,126.887395,1,9,0,351,79,0,
9408,신안타워(주상복합),서울시 구로구 구로동 100-8,37.495815,126.888729,1,98,0,617,56,153,신안종합건설
148253,신영우리힐(도시형),서울시 구로구 구로동 486-29,37.49769,126.882712,1,16,0,199,58,3,(주)상원티에스
13868,아스타빌(주상복합),서울시 구로구 구로동 108-4,37.499785,126.890208,1,77,0,813,59,109,팔도종합건설(주)
163937,"에버그린(도시형,민간임대)",서울시 구로구 구로동 474-21,37.498369,126.881289,2,26,26,355,58,23,세종주택건설
107347,에스피30(도시형),서울시 구로구 구로동 476-75,37.497938,126.881629,1,28,0,194,55,8,희상건설주식회사
9639,영화참마음,서울시 구로구 구로동 1268,37.49716,126.87408,1,125,0,246,22,147,영화건설주식회사
22864,예원,서울시 구로구 구로동 43-2,37.50324,126.89158,1,27,0,503,44,34,예진종합건설(주)
10547,우리유앤미,서울시 구로구 구로동 1277,37.496522,126.881503,2,216,0,297,18,223,(주)우리건설
13211,우민늘푸른,서울시 구로구 구로동 1279,37.488135,126.894135,1,111,0,248,24,115,우민산업개발(주)
3201,우방,서울시 구로구 구로동 642-46,37.49768,126.87471,2,256,0,293,27,180,우방주택
3202,우성(1058),서울시 구로구 구로동 1058,37.495039,126.872456,3,296,0,294,26,228,우성건설(주)
144583,"우성(494-17,도시형)",서울시 구로구 구로동 494-17,37.499359,126.882691,1,22,0,249,47,11,예림종합건설(주)
101516,우성에비뉴101동,서울시 구로구 구로동 1284,37.48228,126.898212,1,58,0,250,23,66,(주)우성사업개발
11651,우원그린빌,서울시 구로구 구로동 110-9,37.501457,126.88886,1,54,0,747,59,60,(주)우원
101437,우진체리쉬(주상복합),서울시 구로구 구로동 97-10,37.49598,126.891904,1,27,0,618,59,23,승윤종합건설(주)
8587,월드,서울시 구로구 구로동 1262,37.505739,126.875767,1,189,0,296,26,197,월드건설(주)
174563,은진,서울시 구로구 구로동 748-24,37.4868,126.887488,1,10,0,328,73,0,
136,이화우성,서울시 구로구 구로동 1260,37.489954,126.893983,5,497,0,359,26,493,(주)우성건설
107253,일동행복세상,서울시 구로구 구로동 446-54,37.494543,126.884722,1,20,0,257,52,28,일동종합건설(주)
102942,종인아네스트(도시형),서울시 구로구 구로동 110,37.501886,126.888435,1,60,0,826,56,25,(주)종인이앤씨
141,중앙구로하이츠(685-124),서울시 구로구 구로동 685-124,37.497109,126.875931,6,579,0,217,18,500,중앙건설
25665,초롱타운,서울시 구로구 구로동 468,37.495645,126.880505,1,19,0,197,56,43,(주)삼락건설
26266,케어빌(주상복합),서울시 구로구 구로동 98-8,37.495482,126.890656,1,24,0,828,59,22,
157717,"케이디타워(민간임대,도시형)",서울시 구로구 구로동 43-10,37.503072,126.89134,1,75,75,732,58,38,(주)에이원종합건설
109714,코원(도시형),서울시 구로구 구로동 97-8,37.496263,126.892228,1,45,0,749,57,15,코리아신탁
133909,태형팰리스(도시형),서울시 구로구 구로동 109-1,37.499732,126.888518,2,32,0,293,33,24,(주)우솔산업개발
112564,파인마루(도시형),서울시 구로구 구로동 98-12,37.495253,126.89023,1,91,0,865,59,45,(주)원진건설산업
101336,하나세인스톤1차(도시형),서울시 구로구 구로동 110-8,37.501223,126.888852,1,68,0,801,59,34,㈜하나종합개발
102801,하나세인스톤2차(도시형),서울시 구로구 구로동 97-4,37.496566,126.891873,1,91,0,766,57,35,(주)하나종합개발
110384,하나세인스톤2차(주상복합),서울시 구로구 구로동 97-4,37.49662,126.891872,1,9,0,776,57,3,(주)하나종합개발
102887,하나세인스톤3차(도시형),서울시 구로구 구로동 46-4,37.500693,126.891925,1,72,0,760,54,34,(주)하나종합개발
113047,하나세인스톤Ⅴ(도시형),서울시 구로구 구로동 92,37.494977,126.893514,1,27,0,194,59,29,양우건설(주)
131344,하이빌골드타워,서울시 구로구 구로동 512-2,37.498255,126.885797,2,24,0,0,0,72,(주)백상건설
142,한국현대,서울시 구로구 구로동 642-39,37.49786,126.87546,1,105,0,299,23,92,현대건설(주)
3206,한스타워(주상복합),서울시 구로구 구로동 46-5,37.50054,126.89167,1,82,0,862,56,46,(주)한일합섬
18913,한신휴플러스,서울시 구로구 구로동 1280,37.488697,126.890587,7,498,0,258,29,519,한신공영(주)
118217,한영선샤인빌리지(도시형),서울시 구로구 구로동 3-81,37.504848,126.886811,3,32,0,256,46,25,(주)한영기업
17418,한일유앤아이,서울시 구로구 구로동 1281,37.486298,126.876047,8,454,0,247,19,539,한일건설(주)
103362,한일퍼스트빌(주상복합),서울시 구로구 구로동 415-37,37.492832,126.881965,1,19,0,289,59,34,우정건설(주)
117542,해오름(도시형),서울시 구로구 구로동 642-88,37.498739,126.876963,2,24,0,235,46,29,(주)라움건설
148558,해피팰리스(도시형),서울시 구로구 구로동 317-192,37.491224,126.887992,1,14,0,199,51,7,(주)백송종합건설
128485,행복드림빌Ⅱ(도시형),서울시 구로구 구로동 88-20,37.493465,126.889227,1,14,0,194,48,10,용호종합건설(주)
129,현대(74-30),서울시 구로구 구로동 74-30,37.496233,126.892952,3,397,0,278,0,238,현대산업개발(주)
145,현대(상선),서울시 구로구 구로동 685-147,37.496074,126.875109,2,290,0,228,20,290,현대건설(주)
147,현대연예인,서울시 구로구 구로동 685-70,37.492742,126.87724,6,735,0,234,19,510,현대산업개발(주)
148,현대의보,서울시 구로구 구로동 642-33,37.498354,126.876093,1,116,0,279,26,86,현대건설(주)
3207,현대파크빌(주상복합),서울시 구로구 구로동 108,37.500413,126.889916,1,104,0,1063,57,359,현대건설주식회사
13597,효성,서울시 구로구 구로동 110-10,37.5016,126.888722,1,56,0,750,56,62,(유)효성종합산업
3208,희훈타워빌(주상복합),서울시 구로구 구로동 110-1,37.502061,126.888851,1,73,0,968,62,83,(주)희훈종합건설
118789,강남그린,서울시 구로구 궁동 178-13,37.497189,126.831086,1,10,0,199,51,10,(주)도훈이엔에이
15763,궁동신생,서울시 구로구 궁동 197-1,37.494825,126.836441,5,184,0,91,30,0,신생종합건설
26385,궁동우남푸르미아,서울시 구로구 궁동 290,37.49351,126.8293,2,84,0,193,31,99,우남건설주식회사
105709,뉴파인,서울시 구로구 궁동 236-4,37.49646,126.825854,1,18,0,199,44,18,이황토종합건설(주)
105520,다청림(143-1),서울시 구로구 궁동 143-1,37.500287,126.830821,2,38,0,198,38,48,보강건설(주)
100703,다청림(182-4),서울시 구로구 궁동 182-4,37.498349,126.831071,6,96,0,0,0,108,"청호종합건설(주),(주)도훈이앤에이,(주)보강건설"
117895,대명그린,서울시 구로구 궁동 190-121,37.49586,126.8324,1,18,0,199,44,15,(주)신원개발
155286,대명하이빌,서울시 구로구 궁동 178-7,37.497331,126.831496,1,19,0,199,40,21,광장종합건설(주)
110187,대명하이빌(178-10),서울시 구로구 궁동 178-10,37.497234,126.831225,1,8,0,208,59,7,광장종합건설(주)
101376,대명하이빌(184-20),서울시 구로구 궁동 184-20,37.497156,126.831531,3,56,0,0,0,61,"(주)천양종합건설,광장종합건설(주)"
114394,세종쉐르빌(도시형),서울시 구로구 궁동 96-3,37.498623,126.826884,1,25,0,199,49,17,삼주건설(주)
101584,수정,서울시 구로구 궁동 198-39,37.493541,126.836812,1,18,0,199,44,13,삼백종합건설(주)
15768,우신,서울시 구로구 궁동 213-21,37.494739,126.829511,28,762,0,88,29,300,세종건설
122629,월드,서울시 구로구 궁동 238,37.49673,126.824747,5,90,0,0,0,0,
24678,호수1차,서울시 구로구 궁동 112-10,37.500033,126.830073,1,19,0,193,41,18,(주)동찬건설
106403,호수2차,서울시 구로구 궁동 112-9,37.500368,126.830147,1,19,0,196,42,20,예비종합건설(주)
27310,디큐브시티(주상복합),서울시 구로구 신도림동 692,37.508346,126.888419,2,524,0,746,56,2447,대성산업 주식회사
127866,리버스타운(도시형),서울시 구로구 신도림동 276-5,37.513525,126.880305,2,26,0,240,51,20,
149,미성,서울시 구로구 신도림동 290,37.507324,126.87658,6,824,0,234,20,550,라이프주택개발(주)
143120,상림(도시형),서울시 구로구 신도림동 328-4,37.5118,126.887755,1,96,0,249,35,50,코오롱글로벌(주)
3356,신도림4차e-편한세상,서울시 구로구 신도림동 646,37.511129,126.887359,15,853,0,249,13,1484,대림산업(주)
8714,신도림5차e-편한세상,서울시 구로구 신도림동 647,37.506805,126.880796,6,362,0,246,15,411,대림산업(주)
8715,신도림6차e-편한세상,서울시 구로구 신도림동 648,37.505936,126.883161,2,96,0,247,29,119,대림산업(주)
8919,신도림7차e-편한세상,서울시 구로구 신도림동 649,37.508337,126.882684,6,411,0,293,20,562,대림산업(주)
13085,신도림SK뷰(주상복합),서울시 구로구 신도림동 432-1,37.506994,126.886448,3,304,0,564,33,643,에스케이건설(주)
3354,"신도림대림1,2차(e편한세상)",서울시 구로구 신도림동 642,37.505825,126.880348,27,2298,0,316,19,2776,대림산업(주)
3355,신도림대림3차(e편한세상),서울시 구로구 신도림동 691,37.506992,126.877671,3,204,0,298,19,260,대림산업주식회사
1074,신도림동아1차,서울시 구로구 신도림동 643,37.511167,126.882755,11,1095,0,395,22,1533,한신공영(주)
3209,신도림동아2차,서울시 구로구 신도림동 644,37.509096,126.885829,5,655,0,418,42,779,동아건설산업(주)
3210,신도림동아3차,서울시 구로구 신도림동 645,37.509883,126.884234,9,813,0,402,49,1064,동아건설산업(주)
123201,신도림아르디에(도시형),서울시 구로구 신도림동 695,37.507371,126.887688,1,149,0,248,40,81,명주산업개발(주)
114516,신도림아이파크(민간임대),서울시 구로구 신도림동 693,37.511159,126.888569,3,189,189,269,26,190,아이앤콘스(주)
152,신도림우성3차,서울시 구로구 신도림동 637,37.513271,126.884217,3,284,0,253,21,181,우성건설(주)
150,신도림우성5차,서울시 구로구 신도림동 638,37.512621,126.884136,1,154,0,237,26,136,우성건설(주)
128709,신도림큐브스테이트(주상복합),서울시 구로구 신도림동 436-7,37.506419,126.883807,1,18,0,399,46,14,승윤종합건설(주)
113817,신도림크라운빌(도시형),서울시 구로구 신도림동 694,37.507746,126.884062,1,232,0,342,41,156,계룡건설산업(주)
17667,신도림팰러티움(주상복합),서울시 구로구 신도림동 412-3,37.504067,126.881821,1,96,0,646,58,199,고속도로관리공단
26829,신도림푸르지오2차(주상복합),서울시 구로구 신도림동 338,37.510617,126.88938,2,90,0,439,59,235,(주)대우건설
22806,신도림푸르지오3차(주상복합),서울시 구로구 신도림동 435-10,37.506908,126.884107,1,118,0,502,50,204,(주)대우건설
1075,신성은하수,서울시 구로구 신도림동 640,37.507705,126.887354,1,120,0,290,25,123,(주)신성
151,우성1차,서울시 구로구 신도림동 312-17,37.511559,126.886086,2,169,0,250,19,102,우성건설
153,우성2차,서울시 구로구 신도림동 639,37.512454,126.885496,3,239,0,271,21,190,우성건설(주)
142725,크라운빌Ⅱ(도시형),서울시 구로구 신도림동 419-4,37.507894,126.885265,1,150,75,564,42,48,디엘건설(주)
3211,현대,서울시 구로구 신도림동 641,37.512074,126.884359,5,260,0,263,27,212,현대건설(주)
135308,건영포레스트빌(도시형),서울시 구로구 오류동 242-1,37.489025,126.830808,2,26,0,172,58,19,(주)건영
8311,경남아너스빌,서울시 구로구 오류동 344,37.49017,126.83967,5,296,0,267,20,322,경남기업(주)
109608,그랑프리(도시형),서울시 구로구 오류동 11-3,37.495916,126.841954,1,29,0,546,59,9,(주)성재건설
3212,금강,서울시 구로구 오류동 335,37.493188,126.847752,2,247,0,299,24,178,(주)금강주택
9629,금강수목원,서울시 구로구 오류동 343,37.488297,126.832348,22,620,0,124,31,635,(주)금강주택
3213,길훈,서울시 구로구 오류동 150-42,37.490204,126.843931,4,198,0,123,26,0,길훈건설
118426,다숲,서울시 구로구 오류동 68-6,37.492813,126.841878,1,12,0,243,45,10,보강건설(주)
156463,다원리치타운(도시형),서울시 구로구 오류동 358,37.486662,126.830419,7,110,0,198,54,87,(주)다원에이앤씨
138332,다청림(193-16),서울시 구로구 오류동 193-16,37.490761,126.838749,1,19,0,199,47,18,보강건설(주)
142537,"다청림(217-88,도시형)",서울시 구로구 오류동 217-88,37.486939,126.836041,2,20,0,199,58,16,보강건설(주)
109763,"다청림(356,도시형)",서울시 구로구 오류동 356,37.490451,126.838252,1,82,0,197,40,45,보강건설(주)
109636,대산,서울시 구로구 오류동 235-2,37.489538,126.832939,1,14,0,197,46,13,유래종합건설(주)
104741,더메디치,서울시 구로구 오류동 350,37.488061,126.830271,2,35,0,200,32,51,㈜온누리아키피아
9641,동보,서울시 구로구 오류동 337,37.489747,126.830425,3,90,0,113,30,94,동보건설
157,동부1차,서울시 구로구 오류동 336,37.497129,126.84811,3,252,0,377,27,242,동부건설(주)
156,동부2차,서울시 구로구 오류동 339,37.497144,126.848698,2,205,0,387,27,240,동부건설주식회사
1076,동부골든,서울시 구로구 오류동 338,37.499391,126.83982,10,1236,304,299,22,824,동부건설(주)
15797,동부그린,서울시 구로구 오류동 236-5,37.489794,126.831555,7,174,0,0,0,0,동부건설
10513,동선,서울시 구로구 오류동 345,37.49356,126.83959,1,152,0,0,0,122,동선종합건설(주)
158,라인,서울시 구로구 오류동 334,37.496667,126.846862,1,218,0,453,25,195,라인건설
129782,루체비스타(도시형),서울시 구로구 오류동 6-63,37.49528,126.840595,1,36,0,719,59,20,상운건설(주)
102353,"명성드림(골든팰리스,주상복합)",서울시 구로구 오류동 81-24,37.494173,126.838849,1,19,0,297,54,24,(주)도원토건
103076,목화수목원,서울시 구로구 오류동 108-40,37.488823,126.826312,2,37,0,189,44,36,"풍진토건(주), 예종종합건설(주)"
135402,미진,서울시 구로구 오류동 11-82,37.496006,126.842104,3,18,0,295,57,15,효형종합건설
125986,비에이치수반애수목원,서울시 구로구 오류동 241-2,37.48871,126.831026,1,29,0,199,43,26,(주)비에이치종합건설
153877,삼성원빌(도시형),서울시 구로구 오류동 287-3,37.487575,126.832609,2,16,0,183,55,13,
155,삼천리,서울시 구로구 오류동 340,37.492676,126.839573,4,423,0,304,20,529,주식회사 삼천리 M&C
15805,서울가든,서울시 구로구 오류동 97-4,37.492529,126.831117,15,339,0,86,28,0,삼익건설
27106,서해그랑블,서울시 구로구 오류동 351,37.487187,126.829357,3,80,0,199,33,92,(주)서해종합건설
3214,시티월드(주상복합),서울시 구로구 오류동 44-10,37.49439,126.84105,1,60,0,674,59,57,월드종합건설주식회사
156478,양지마을(도시형),서울시 구로구 오류동 171-8,37.488869,126.840034,1,49,0,190,53,39,(주)태상종합개발
