stdYymm,nationCode,mprcExipitmCode,imxprtSeCode,nationNm,ecoblNm,mprcExipitmNm,imxprtSeNm,imxprtWt,imxprtDollarAmount
202503,JP,1604119000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,연어(조제/밀페용기에 넣은 것 이외 기타),수입,1.948,135
202503,JP,1302312000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,분한천,수출,5203,144012
202503,JP,1302312000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,분한천,수입,1.04,147
202503,JP,1302319000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,"한천(실한천,분한천 이외 기타)",수입,50.37,2006
202503,JP,1212299099,E,일본,아시아.태평양 경제협력체/경제협력개발기구,해초류와 기타조류 기타(기타),수출,2000,4414
202503,JP,1302311000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,실한천,수출,500,23405
202503,JP,1603003000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,어류의액스,수출,108,1140
202503,JP,1603003000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,어류의액스,수입,12220,85702
202503,JP,1603009000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,"갑각류,연체동물,수생동물의",수출,46840,241115
202503,JP,1603009000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,"갑각류,연체동물,수생동물의",수입,600,5956
202503,JP,1604111000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,연어(조제/밀폐용기에 넣은 것),수입,15.182,337
202503,JP,0306143090,E,일본,아시아.태평양 경제협력체/경제협력개발기구,꽃게(냉동한 것) 기타,수출,7643.932,151850
202503,JP,0301992000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,방어(활어),수입,48574,596044
202503,JP,0301995000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,붕장어(활어),수출,133005,1429636
202503,JP,0301997000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,먹장어(활어),수입,1114,9646
202503,JP,0303840000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,농어(신선 또는 냉장)(디센트라르쿠스종),수출,1776,28988
202503,JP,0303452000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,태평양 참다랑어(냉동)(터너스 오리엔탈리스),수출,20000,567615
202503,JP,1605290000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,새우류(조제 또는 저장처리),수출,9600,50690
202503,JP,1605290000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,새우류(조제 또는 저장처리),수입,6.528,154
202503,JP,1212211010,E,일본,아시아.태평양 경제협력체/경제협력개발기구,김(건조한 것)(식용의 것),수출,158484.88,5353478
202503,JP,1212211010,I,일본,아시아.태평양 경제협력체/경제협력개발기구,김(건조한 것)(식용의 것),수입,4.39,112
202503,JP,1605592090,E,일본,아시아.태평양 경제협력체/경제협력개발기구,소라(조제 또는 저장처리)기타,수출,10,131
202503,JP,1605599010,I,일본,아시아.태평양 경제협력체/경제협력개발기구,연체동물 기타(조제 또는 저장처리)(밀폐용기에 넣은 것),수입,.7,127
202503,JP,1605599090,E,일본,아시아.태평양 경제협력체/경제협력개발기구,연체동물 기타(조제 또는 저장처리)(기타),수출,700,7672
202503,JP,1605599090,I,일본,아시아.태평양 경제협력체/경제협력개발기구,연체동물 기타(조제 또는 저장처리)(기타),수입,1130.6,26505
202503,JP,1605619000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,해삼(조제 또는 저장처리)기타,수입,45,8454
202503,JP,1605621000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,성게(조제 또는 저장처리)(밀폐용기에 넣은 것),수입,.21,41
202503,JP,1605631000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,해파리(조제 또는 저장처리)(밀폐용기에 넣은 것),수입,.8,12
202503,JP,1605639000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,해파리(조제 또는 저장처리)(기타),수입,1200,15622
202503,JP,1604159000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,고등어(조제/밀폐용기에 넣은 것 이외 기타),수입,93.105,1285
202503,JP,0302891000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,방어(신선 또는 냉장),수출,160728.6,324587
202503,JP,0302892000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,갈치(신선 또는 냉장),수입,6738,56013
202503,JP,0302893000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,붕장어(신선 또는 냉장),수출,1224,11345
202503,JP,0302895000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,꽁치(신선 또는 냉장)(학꽁치를 포함한다),수출,4700.1,49588
202503,JP,0303670000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,명태(냉동)(테라그라 찰코그라마),수출,311922,469734
202503,JP,0304491000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,붕장어(신선 또는 냉장한 피레트),수출,53720.2,596335
202503,JP,0307992900,I,일본,아시아.태평양 경제협력체/경제협력개발기구,기타[분 조분 펠리트를 포함(식용에 적합한)]의 기타(건조),수입,2.1,500
202503,JP,1212215010,E,일본,아시아.태평양 경제협력체/경제협력개발기구,다시마(염장한 것)(식용의 것),수출,13050,27470
202503,JP,1212215010,I,일본,아시아.태평양 경제협력체/경제협력개발기구,다시마(염장한 것)(식용의 것),수입,40.3,951
202503,JP,1212215090,I,일본,아시아.태평양 경제협력체/경제협력개발기구,다시마(기타)(식용의 것),수입,22.28,657
202503,JP,1212216090,E,일본,아시아.태평양 경제협력체/경제협력개발기구,우뭇가사리(기타)(식용의 것),수출,8400,109875
202503,JP,1604141039,I,일본,아시아.태평양 경제협력체/경제협력개발기구,버니토우(기타),수입,.85,48
202503,JP,1604149000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,다랭이류(조제/밀폐용기에 넣은 것 이외 기타),수출,180,912
202503,JP,1604149000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,다랭이류(조제/밀폐용기에 넣은 것 이외 기타),수입,1923.553,32530
202503,JP,1604151000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,고등어(조제/밀폐용기에 넣은 것),수입,8.73,161
202503,JP,0307511000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,"낙지(산것/신선, 냉장)",수출,2780,35077
202503,JP,0308293000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,성게(염장 또는 염수장한 것),수출,350,23191
202503,JP,0302352000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,태평양 참다랑어(신선 또는 냉장)(터너스 오리엔탈리스),수입,238.4,6844
202503,JP,0302390000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,"기타(신선,냉장)",수출,4862,28688
202503,JP,0302550000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,명태(신선 또는 냉장)(테라그라 찰코그라마),수입,107442,315867
202503,JP,1605511000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,굴(조제 또는 저장처리)(밀폐용기에 넣은 것),수출,168000,1135661
202503,JP,1605539000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,홍합(조제 또는 저장처리)(기타),수입,.34,13
202503,JP,1605542010,I,일본,아시아.태평양 경제협력체/경제협력개발기구,오징어(조제 또는 저장처리)(밀폐용기에 넣은 것),수입,108.61,3476
202503,JP,1605542091,E,일본,아시아.태평양 경제협력체/경제협력개발기구,조미오징어(조제 또는 저장처리)(밀폐용기에 넣은 것),수출,13480,96767
202503,JP,1605542091,I,일본,아시아.태평양 경제협력체/경제협력개발기구,조미오징어(조제 또는 저장처리)(밀폐용기에 넣은 것),수입,29.175,491
202503,JP,1605542099,E,일본,아시아.태평양 경제협력체/경제협력개발기구,오징어 기타(조제 또는 저장처리),수출,162,3734
202503,JP,1605542099,I,일본,아시아.태평양 경제협력체/경제협력개발기구,오징어 기타(조제 또는 저장처리),수입,545.72,16274
202503,JP,1605561010,I,일본,아시아.태평양 경제협력체/경제협력개발기구,바지락(조제 또는 저장처리)(밀폐용기에 넣은 것),수입,3,72
202503,JP,1605562090,E,일본,아시아.태평양 경제협력체/경제협력개발기구,새조개(조제 또는 저장처리)(기타),수출,3253,178849
202503,JP,0303899050,E,일본,아시아.태평양 경제협력체/경제협력개발기구,볼낙(냉동)(적어를 포함한다),수출,45,337
202503,JP,0303899050,I,일본,아시아.태평양 경제협력체/경제협력개발기구,볼낙(냉동)(적어를 포함한다),수입,46345,44308
202503,JP,0303822000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,홍어(냉동),수출,76.771,618
202503,JP,0303892000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,갈치(냉동),수출,21.7,592
202503,JP,0303892000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,갈치(냉동),수입,42386,290201
202503,JP,0303893090,E,일본,아시아.태평양 경제협력체/경제협력개발기구,돔(냉동)(기타),수출,30,64
202503,JP,0303893090,I,일본,아시아.태평양 경제협력체/경제협력개발기구,돔(냉동)(기타),수입,120.19,3105
202503,JP,0303894000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,붕장어(냉동),수출,7620,61123
202503,JP,0303899040,E,일본,아시아.태평양 경제협력체/경제협력개발기구,임연수어(냉동),수출,33066,83838
202503,JP,0307111090,E,일본,아시아.태평양 경제협력체/경제협력개발기구,굴치패 종패용 외 기타(산 것  신선 또는 냉장한 것),수출,200,1303
202503,JP,0301998000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,넙치(활어),수출,116154,1608585
202503,JP,0301999010,I,일본,아시아.태평양 경제협력체/경제협력개발기구,능성어(활어),수입,7516,141030
202503,JP,0301999020,E,일본,아시아.태평양 경제협력체/경제협력개발기구,복어(활어),수출,470,3147
202503,JP,0511919000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,"어류,갑각류,연체동물,수행동",수출,4671.1,76407
202503,JP,0511919000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,"어류,갑각류,연체동물,수행동",수입,.1,16
202503,JP,7116102000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,양식진주로 만든 것   ,수출,8.5,904
202503,JP,7116102000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,양식진주로 만든 것   ,수입,.55,6907
202503,JP,9606291000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,조개껍질로 만든것,수입,18.3,1552
202503,JP,9601901090,E,일본,아시아.태평양 경제협력체/경제협력개발기구,패각(기타),수출,2.2,10749
202503,JP,9601901090,I,일본,아시아.태평양 경제협력체/경제협력개발기구,패각(기타),수입,207350,24000
202503,JP,1604320000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,캐비아 대용물,수출,6.5,31
202503,JP,1604320000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,캐비아 대용물,수입,9248.4,338723
202503,JP,0305541000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,멸치[엔그라울리스(Engraulis)종],수출,38341.603,505652
202503,JP,0305541000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,멸치[엔그라울리스(Engraulis)종],수입,1.042,72
202503,JP,0306332000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,대게,수출,1266,46251
202503,JP,0306332000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,대게,수입,31037,206382
202503,JP,0306339000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,게(기타),수입,15819,564800
202503,JP,0307919000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,"기타[분 조분 펠리트 포함(식용 적합)]의 기타(산,신선,냉장)",수출,1000,1434
202503,JP,0307992100,I,일본,아시아.태평양 경제협력체/경제협력개발기구,개아지살(건조),수입,.782,2
202503,JP,0305790000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,기타 어류의 머리 꼬리,수입,.4,38
202503,JP,0307719000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,"클램, 새조개 및 피조개 기타 살아있는겄, 신선한 것, 냉장한 것",수출,11961,171633
202503,JP,0307719000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,"클램, 새조개 및 피조개 기타 살아있는겄, 신선한 것, 냉장한 것",수입,23657,106504
202503,JP,0308901090,E,일본,아시아.태평양 경제협력체/경제협력개발기구,수생무척추동물의 기타(산 것),수출,10,29
202503,JP,1212295090,I,일본,아시아.태평양 경제협력체/경제협력개발기구,다시마(기타),수입,.32,6
202503,JP,1604141019,I,일본,아시아.태평양 경제협력체/경제협력개발기구,"다랭이류(다랭이, 가다랭이 이외 기타/조제/밀폐용기에 넣은 것)",수입,48.36,3008
202503,JP,0303570000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,황새치(자이피어스글래디어스),수출,171155,784594
202503,JP,0303899099,E,일본,아시아.태평양 경제협력체/경제협력개발기구,기타어류(냉동),수출,135839,260243
202503,JP,0303899099,I,일본,아시아.태평양 경제협력체/경제협력개발기구,기타어류(냉동),수입,136350,327242
202503,JP,1604121000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,청어(밀폐용기에넣은것),수입,153,4059
202503,JP,1604131000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,정어리(밀폐용기에넣은것),수입,6.19,191
202503,JP,1604139000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,정어리(통조림외조제품),수입,.07,7
202503,JP,0303440000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,눈다랑어(냉동),수출,302770,1720034
202503,JP,0301999099,E,일본,아시아.태평양 경제협력체/경제협력개발기구,기타어류(활어),수출,19950,53544
202503,JP,0301999099,I,일본,아시아.태평양 경제협력체/경제협력개발기구,기타어류(활어),수입,38720,720774
202503,JP,0508002040,E,일본,아시아.태평양 경제협력체/경제협력개발기구,야광패각(소라),수출,5900,5300
202503,JP,0508009000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,"연체동물,갑각류,극피동물",수출,1952.1,52247
202503,JP,0508002090,I,일본,아시아.태평양 경제협력체/경제협력개발기구,기타패각,수입,78000,8250
202503,JP,7101220000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,양식진주(가공한것),수입,12.38,216179
202503,JP,0304991000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,기타 냉동연육,수출,19020,37627
202503,JP,2301209000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,어류외기타 분.조분 및 펠리트,수출,24000,62600
202503,JP,2301201000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,어류의 분.조분 및 펠리트,수출,97890,116068
202503,JP,2301201000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,어류의 분.조분 및 펠리트,수입,16.705,53
202503,JP,2501009090,E,일본,아시아.태평양 경제협력체/경제협력개발기구,"기타소금,해수",수출,3072000,51731
202503,JP,2501009090,I,일본,아시아.태평양 경제협력체/경제협력개발기구,"기타소금,해수",수입,557.648,7739
202503,JP,2501009020,I,일본,아시아.태평양 경제협력체/경제협력개발기구,순염화나트륨,수입,1126.1,3802
202503,JP,2501009010,E,일본,아시아.태평양 경제협력체/경제협력개발기구,식염,수출,12840.186,32862
202503,JP,2501009010,I,일본,아시아.태평양 경제협력체/경제협력개발기구,식염,수입,40018.824,15938
202503,JP,2501001020,I,일본,아시아.태평양 경제협력체/경제협력개발기구,천일염,수입,10,43
202503,JP,0304839000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,넙치류 기타(냉동한 피레트),수출,8645,316681
202503,JP,0304840000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,황새치(냉동한 피레트)(자이피어스 글래디어스),수출,98515.3,709711
202503,JP,0304840000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,황새치(냉동한 피레트)(자이피어스 글래디어스),수입,191.2,3085
202503,JP,0304879000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,다랑어 기타(냉동한 피레트),수출,645977.8,5681117
202503,JP,0304879000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,다랑어 기타(냉동한 피레트),수입,4634.8,39053
202503,JP,0305204090,I,일본,아시아.태평양 경제협력체/경제협력개발기구,"어란(명태, 조기, 청어이외 기타/염장, 염수장)",수입,.46,67
202503,JP,0304891000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,붕장어의 것(냉동한 피레트),수출,12463.3,118825
202503,JP,0304899000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,기타어류의 기타(냉동한 피레트),수출,18450,154387
202503,JP,0307712090,E,일본,아시아.태평양 경제협력체/경제협력개발기구,피조개 기타(산 것  신선 또는 냉장한 것),수출,35114.5,342203
202503,JP,0306149090,E,일본,아시아.태평양 경제협력체/경제협력개발기구,갑각류 기타(냉동한 것)(훈제한것 외 기타),수출,9996,44366
202503,JP,0305499000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,"어류(연어, 청어, 멸치, 명태이외 기타/훈제/피레트 포함)",수출,.492,60
202503,JP,0305499000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,"어류(연어, 청어, 멸치, 명태이외 기타/훈제/피레트 포함)",수입,3232.62,68625
202503,JP,2104102000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,"어류의 수우프, 브로드와 수우프 브로드 제조용 조제품",수입,79.528,2419
202503,JP,0306171090,I,일본,아시아.태평양 경제협력체/경제협력개발기구,기타의 새우류의 새우살(냉동한 것)(훈제한 것 외 기타),수입,80,15048
202503,JP,0301111000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,비단잉어(활어)(민물의 것),수입,377,58396
202503,JP,0301119000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,기타(활어)(비단잉어 외  민물의 것),수입,7.34,1959
202503,JP,0302820000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,가오리와 홍어(라지대과)(신선 또는 냉장),수입,37503.2,172462
202504,JP,1605569010,I,일본,아시아.태평양 경제협력체/경제협력개발기구,"클램, 새조개 및 피조개 기타(조제 또는 저장처리)(밀폐용기에 넣은 것)",수입,.4,16
202504,JP,1605579000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,전복(조제 또는 저장처리) 기타,수출,1553.2,70547
202504,JP,1604169000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,전갱이(조제/밀폐용기에 넣은 것 이외 기타),수입,5.254,220
202504,JP,1605591010,E,일본,아시아.태평양 경제협력체/경제협력개발기구,골뱅이(조제 또는 저장처리)(밀폐용기에 넣은 것),수출,1948.8,23353
202504,JP,1605569090,E,일본,아시아.태평양 경제협력체/경제협력개발기구,"클램, 새조개 및 피조개 기타(조제 또는 저장처리)(기타)",수출,10,13
202504,JP,1604141029,E,일본,아시아.태평양 경제협력체/경제협력개발기구,가다랭이(기타),수출,16800,87586
202504,JP,1604141029,I,일본,아시아.태평양 경제협력체/경제협력개발기구,가다랭이(기타),수입,.45,20
202504,JP,0307911000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,소라(산 것 신선 또는 냉장한 것),수출,142330,666135
202504,JP,2102203090,E,일본,아시아.태평양 경제협력체/경제협력개발기구,클로렐라 효모(기타),수출,6000,60738
202504,JP,2102204090,E,일본,아시아.태평양 경제협력체/경제협력개발기구,스리루리나 효모(기타),수출,7.041,1642
202504,JP,0106199000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,기타 포유동물,수출,52,1377
202504,JP,0106199000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,기타 포유동물,수입,1211.88,300993
202504,JP,2008995010,E,일본,아시아.태평양 경제협력체/경제협력개발기구,김,수출,396447.567,10979497
202504,JP,2008995010,I,일본,아시아.태평양 경제협력체/경제협력개발기구,김,수입,570.094,49610
202504,JP,0301994091,I,일본,아시아.태평양 경제협력체/경제협력개발기구,"돔(기타, 참돔)",수입,590297,4539930
202504,JP,0301994099,I,일본,아시아.태평양 경제협력체/경제협력개발기구,"돔(기타, 기타)",수입,43612,806254
202504,JP,0307219000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,"가리비과의조개 기타(산것, 신선, 냉장) - 펙텐, 클라미스, 프라코펙텐 속의 것 제외",수입,484793,2354232
202504,JP,0307299000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,기타 가리비과의조개(기타),수입,1.612,25
202504,JP,0309100000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,식용어류분,수입,300,6611
202504,JP,1605520000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,"가리비과의조개(조제,저장/기타, 밀폐용기에 넣은 것 포함)",수입,10.89,707
202504,JP,1605550000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,"문어, 기타조제저장처리문어(밀폐용기에넣은것 포함, 밀폐용기이외)",수출,10606.2,102508
202504,JP,1605550000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,"문어, 기타조제저장처리문어(밀폐용기에넣은것 포함, 밀폐용기이외)",수입,8000,89389
202504,JP,1605690000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,"기타조제저장처리수생무척추동물(밀폐용기에넣은것 포함, 밀폐용기에 넣지 않은 것)-해삼,성게,해파리제외",수입,1.143,16
202504,JP,0307711000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,백합,수입,16880,27849
202504,JP,0307229000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,가리비과의조개(냉동),수입,265050,1307692
202504,JP,0303391000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,기타넙치류(냉동),수입,750,1143
202504,JP,0306179099,I,일본,아시아.태평양 경제협력체/경제협력개발기구,기타,수입,.896,15
202504,JP,2008995090,E,일본,아시아.태평양 경제협력체/경제협력개발기구,조제한 해조류 김 제외,수출,26393,91625
202504,JP,2008995090,I,일본,아시아.태평양 경제협력체/경제협력개발기구,조제한 해조류 김 제외,수입,1100.694,23448
202504,JP,0307724000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,피조개,수출,1300,33390
202504,JP,0307929000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,기타,수입,9900,13249
202504,JP,0307830000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,냉동한 전복[할리오티스(Haliotis)종],수출,8760.9,178441
202504,JP,0302491000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,삼치[스콤버로모러스(Scomberomorus)종],수출,7724.8,45609
202504,JP,0303591000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,삼치[스콤버로모러스(Scomberomorus)종],수출,214687.6,958541
202504,JP,0303592000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,꽁치[콜로라비스 사이라(Cololabis saira)],수출,22895.6,47381
202504,JP,0303599000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,기타,수출,44296,86540
202504,JP,0303599000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,기타,수입,1723.6,3727
202504,JP,0303911000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,간,수출,140,1580
202504,JP,0303990000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,기타,수출,19500,18800
202504,JP,0305599000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,"어류(대구,상어지느러미,멸치,명태,조기등외기타건조/훈제제외)",수입,4137.64,30238
202504,JP,0305694000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,"정어리(염장,염수장)",수입,.96,18
202504,JP,0305696000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,"조기(염장,염수장)",수출,1.5,18
202504,JP,1605101010,E,일본,아시아.태평양 경제협력체/경제협력개발기구,게살(밀폐용기에넣은것),수출,18,20
202504,JP,1605101091,E,일본,아시아.태평양 경제협력체/경제협력개발기구,"붉은 대게살(밀폐용기에 넣은 것, 훈제한 것 이외 기타)",수출,208404.75,2079892
202504,JP,1605101099,E,일본,아시아.태평양 경제협력체/경제협력개발기구,"기타 게살(밀폐용기에 넣은 것, 훈제한 것 이외 기타)",수출,364,8518
202504,JP,1605101099,I,일본,아시아.태평양 경제협력체/경제협력개발기구,"기타 게살(밀폐용기에 넣은 것, 훈제한 것 이외 기타)",수입,.384,28
202504,JP,1605109000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,게 조제품(게살 이외 기타),수출,8559,41730
202504,JP,1605109000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,게 조제품(게살 이외 기타),수입,48,1584
202504,JP,1605211000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,새우류(조제 또는 저장처리)(밀폐용기에 넣지 아니한 것)(브레드한 것),수입,21.2,442
202504,JP,0301921000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,실뱀장어(한마리당 0.3그램 이하인 것으로서 양식용으로 한정),수입,171,588227
202504,JP,0303630000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,"대구(가두스 모르화,가두스 오각,가두스 마크로세팔루스)",수입,2955,2925
202504,JP,0307492090,I,일본,아시아.태평양 경제협력체/경제협력개발기구,기타,수입,1.461,14
202504,JP,0307493010,I,일본,아시아.태평양 경제협력체/경제협력개발기구,갑오징어[세피아 오피시날리스(Sepia officinalis)ㆍ로시아 마크로소마(Rossia macrosoma)ㆍ세피올라(Sepiola)종]와 오징어[옴마스트레페스(Ommastrephes)종ㆍ로,수입,.91,5
202504,JP,0307493090,I,일본,아시아.태평양 경제협력체/경제협력개발기구,기타,수입,19.836,978
202504,JP,0307494090,I,일본,아시아.태평양 경제협력체/경제협력개발기구,기타,수입,.068,3
202504,JP,0306959030,E,일본,아시아.태평양 경제협력체/경제협력개발기구,염장이나 염수장한 것,수출,16512,36225
202504,JP,0307521000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,문어,수출,352,3541
202504,JP,0307921000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,개아지살,수입,8090,250135
202504,JP,0307120000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,냉동한 것,수출,879944.8,5906472
202504,JP,2501001010,I,일본,아시아.태평양 경제협력체/경제협력개발기구,암염(岩鹽),수입,.4,15
202504,JP,0307599000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,"문어(산것, 신선, 냉장, 냉동, 건조 이외 기타)",수출,238.937,829
202504,JP,1212219099,E,일본,아시아.태평양 경제협력체/경제협력개발기구,해초류와 기타조류 기타(기타)(식용의 것),수출,2440,34094
202504,JP,1212219099,I,일본,아시아.태평양 경제협력체/경제협력개발기구,해초류와 기타조류 기타(기타)(식용의 것),수입,60.494,1365
202504,JP,1604191090,I,일본,아시아.태평양 경제협력체/경제협력개발기구,"어류조제품(연어,청어,정어리,고등어 등 밀폐용기에넣은것)",수입,31.268,882
202504,JP,1604199090,E,일본,아시아.태평양 경제협력체/경제협력개발기구,"어류조제품(연어,청어,고등어,기타/조제/밀폐용기에 넣은 것)",수출,12865.9,294904
202504,JP,1604199090,I,일본,아시아.태평양 경제협력체/경제협력개발기구,"어류조제품(연어,청어,고등어,기타/조제/밀폐용기에 넣은 것)",수입,38.534,1322
202504,JP,1604203000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,생선소시지,수입,3.768,37
202504,JP,1604204010,E,일본,아시아.태평양 경제협력체/경제협력개발기구,생선묵(게맛),수출,1806,29846
202504,JP,1604204010,I,일본,아시아.태평양 경제협력체/경제협력개발기구,생선묵(게맛),수입,63.008,591
202504,JP,1604191010,E,일본,아시아.태평양 경제협력체/경제협력개발기구,꽁치(통조림외조제품),수출,864,4427
202504,JP,1604191010,I,일본,아시아.태평양 경제협력체/경제협력개발기구,꽁치(통조림외조제품),수입,.278,4
202504,JP,1604204090,E,일본,아시아.태평양 경제협력체/경제협력개발기구,생선묵(게맛의 것 이외 기타),수출,42171,140698
202504,JP,1604204090,I,일본,아시아.태평양 경제협력체/경제협력개발기구,생선묵(게맛의 것 이외 기타),수입,68011.313,373907
202504,JP,1604209000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,"어류조제,저장제품(생선 페이스트,마리네이드,소시지,생선묵)",수출,17344.8,188234
202504,JP,1604209000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,"어류조제,저장제품(생선 페이스트,마리네이드,소시지,생선묵)",수입,6862.2,101446
