stdYymm,nationCode,mprcExipitmCode,imxprtSeCode,nationNm,ecoblNm,mprcExipitmNm,imxprtSeNm,imxprtWt,imxprtDollarAmount
202506,JP,1605109000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,게 조제품(게살 이외 기타),수입,48,1667
202506,JP,1605211000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,새우류(조제 또는 저장처리)(밀폐용기에 넣지 아니한 것)(브레드한 것),수입,3.88,199
202506,JP,0301929090,E,일본,아시아.태평양 경제협력체/경제협력개발기구,뱀장어(앵궐라종),수출,2,165
202506,JP,0307431090,I,일본,아시아.태평양 경제협력체/경제협력개발기구,기타,수입,3700,6403
202506,JP,0307432010,I,일본,아시아.태평양 경제협력체/경제협력개발기구,옴마스트레페스(Ommastrephes)종ㆍ로리고(Loligo)종ㆍ노토토다루스(Nototodarus)종ㆍ세피오투디스(Sepioteuthis)종,수입,1314.95,27562
202506,JP,0307432090,E,일본,아시아.태평양 경제협력체/경제협력개발기구,기타,수출,36.435,14
202506,JP,0307432090,I,일본,아시아.태평양 경제협력체/경제협력개발기구,기타,수입,7,163
202506,JP,0307492090,I,일본,아시아.태평양 경제협력체/경제협력개발기구,기타,수입,.254,3
202506,JP,0307493010,I,일본,아시아.태평양 경제협력체/경제협력개발기구,갑오징어[세피아 오피시날리스(Sepia officinalis)ㆍ로시아 마크로소마(Rossia macrosoma)ㆍ세피올라(Sepiola)종]와 오징어[옴마스트레페스(Ommastrephes)종ㆍ로,수입,.81,10
202506,JP,0307494090,I,일본,아시아.태평양 경제협력체/경제협력개발기구,기타,수입,.36,36
202506,JP,0306992000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,건조한 것,수입,.4,40
202506,JP,0307521000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,문어,수출,45,505
202506,JP,0307522000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,낙지,수출,18,538
202506,JP,0307921000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,개아지살,수입,8170,262542
202506,JP,0307120000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,냉동한 것,수출,398714,2647306
202506,JP,0308220000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,냉동한 것,수출,2.7,119
202506,JP,0306142000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,왕게(냉동),수출,3,8
202506,JP,0307599000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,"문어(산것, 신선, 냉장, 냉동, 건조 이외 기타)",수출,480.449,2763
202506,JP,1212218029,I,일본,아시아.태평양 경제협력체/경제협력개발기구,진두발(기타)(식용의 것),수입,7.6,660
202506,JP,1212218031,I,일본,아시아.태평양 경제협력체/경제협력개발기구,말(냉동)(식용의 것),수입,180,1255
202506,JP,1212219091,E,일본,아시아.태평양 경제협력체/경제협력개발기구,해초류와 기타조류 기타(냉동)(식용의 것),수출,63,550
202506,JP,1212219099,E,일본,아시아.태평양 경제협력체/경제협력개발기구,해초류와 기타조류 기타(기타)(식용의 것),수출,26660,88430
202506,JP,1212219099,I,일본,아시아.태평양 경제협력체/경제협력개발기구,해초류와 기타조류 기타(기타)(식용의 것),수입,9.341,517
202506,JP,1604191090,I,일본,아시아.태평양 경제협력체/경제협력개발기구,"어류조제품(연어,청어,정어리,고등어 등 밀폐용기에넣은것)",수입,2041.528,72914
202506,JP,1604199010,E,일본,아시아.태평양 경제협력체/경제협력개발기구,쥐치포(조제/밀페용기 이외 기타),수출,.413,8
202506,JP,1604199090,E,일본,아시아.태평양 경제협력체/경제협력개발기구,"어류조제품(연어,청어,고등어,기타/조제/밀폐용기에 넣은 것)",수출,2324,23483
202506,JP,1604199090,I,일본,아시아.태평양 경제협력체/경제협력개발기구,"어류조제품(연어,청어,고등어,기타/조제/밀폐용기에 넣은 것)",수입,727.058,9499
202506,JP,1604201000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,생선페이스트,수입,8.4,247
202506,JP,1604202000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,생선마리네이드,수입,150,2137
202506,JP,1604203000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,생선소시지,수입,1.529,23
202506,JP,1604204010,E,일본,아시아.태평양 경제협력체/경제협력개발기구,생선묵(게맛),수출,14268,95632
202506,JP,1604204010,I,일본,아시아.태평양 경제협력체/경제협력개발기구,생선묵(게맛),수입,40.488,386
202506,JP,1604204090,E,일본,아시아.태평양 경제협력체/경제협력개발기구,생선묵(게맛의 것 이외 기타),수출,32818,113407
202506,JP,1604204090,I,일본,아시아.태평양 경제협력체/경제협력개발기구,생선묵(게맛의 것 이외 기타),수입,21363.12,120054
202506,JP,1604209000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,"어류조제,저장제품(생선 페이스트,마리네이드,소시지,생선묵)",수출,4800,50045
202506,JP,1604209000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,"어류조제,저장제품(생선 페이스트,마리네이드,소시지,생선묵)",수입,8548.7,114290
202506,JP,1212212010,E,일본,아시아.태평양 경제협력체/경제협력개발기구,미역(건조한 것)(식용의 것),수출,105028.43,1472963
202506,JP,1212212010,I,일본,아시아.태평양 경제협력체/경제협력개발기구,미역(건조한 것)(식용의 것),수입,.75,7
202506,JP,1212211090,I,일본,아시아.태평양 경제협력체/경제협력개발기구,김(기타)(식용의 것),수입,5.3,381
202506,JP,1212212020,E,일본,아시아.태평양 경제협력체/경제협력개발기구,미역(염장한 것)(식용의 것),수출,129080,405187
202506,JP,1212213010,E,일본,아시아.태평양 경제협력체/경제협력개발기구,톳(건조한 것)(식용의 것),수출,44481,734422
202506,JP,1212213010,I,일본,아시아.태평양 경제협력체/경제협력개발기구,톳(건조한 것)(식용의 것),수입,.27,19
202506,JP,1212212090,I,일본,아시아.태평양 경제협력체/경제협력개발기구,미역(기타)(식용의 것),수입,.417,40
202506,JP,1604129000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,청어(통조림외조제품),수입,29,250
202506,JP,1212213090,I,일본,아시아.태평양 경제협력체/경제협력개발기구,톳(기타)(식용의 것),수입,.722,30
202506,JP,1212214090,E,일본,아시아.태평양 경제협력체/경제협력개발기구,파래(기타)(식용의 것),수출,2048,38898
202506,JP,0302899090,E,일본,아시아.태평양 경제협력체/경제협력개발기구,"기타(신선 또는 냉장)(삼치,복어,병어,아귀 외 기타)",수출,20711.1,953644
202506,JP,0302899090,I,일본,아시아.태평양 경제협력체/경제협력개발기구,"기타(신선 또는 냉장)(삼치,복어,병어,아귀 외 기타)",수입,156,108
202506,JP,0303410000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,날개다랑어 또는 긴지느러미다랑어(터너스알라룽가/냉동),수출,152674.5,401934
202506,JP,0303530000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,"정어리(냉동)(사르디나 필차르두스,사르디노프스종)",수입,3397050,1412110
202506,JP,0303540000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,"고등어(스콤버 스콤브루스,스콤버 오스트랄라시쿠스,스콤버 자포니쿠스)",수입,35340,75217
202506,JP,0303550000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,전갱이(냉동)(트라커러스종),수출,113940,190208
202506,JP,0303420000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,황다랑어(터너스 알바카레스/냉동),수출,575626.1,2149112
202506,JP,0303460000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,남방참다랑어(터너스맥코이/냉동),수입,54537.5,207108
202506,JP,0307913000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,개아지살(산 것 신선 또는 냉장한 것),수출,1307,35739
202506,JP,0307810000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,전복(산 것 신선 또는 냉장한 것),수출,184700,2941371
202506,JP,1604119000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,연어(조제/밀페용기에 넣은 것 이외 기타),수입,9.695,151
202506,JP,1302312000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,분한천,수출,1800,55532
202506,JP,1302312000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,분한천,수입,385.02,16529
202506,JP,1302319000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,"한천(실한천,분한천 이외 기타)",수입,60,2443
202506,JP,1212299099,E,일본,아시아.태평양 경제협력체/경제협력개발기구,해초류와 기타조류 기타(기타),수출,2000,4544
202506,JP,1212299099,I,일본,아시아.태평양 경제협력체/경제협력개발기구,해초류와 기타조류 기타(기타),수입,.94,372
202506,JP,1302311000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,실한천,수출,3200,132188
202506,JP,1603003000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,어류의액스,수입,10160,67041
202506,JP,1603009000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,"갑각류,연체동물,수생동물의",수출,65868,298410
202506,JP,1603009000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,"갑각류,연체동물,수생동물의",수입,1200.57,13159
202506,JP,1604111000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,연어(조제/밀폐용기에 넣은 것),수입,6.897,161
202506,JP,0306161090,I,일본,아시아.태평양 경제협력체/경제협력개발기구,"냉수성 새우류(판달러스종,크란곤 크란곤)의 새우살(냉동한 것)(훈제한 것 외 기타)",수입,4,159
202506,JP,0306141090,I,일본,아시아.태평양 경제협력체/경제협력개발기구,게살(냉동한 것) 훈제한 것(기타),수입,.72,62
202506,JP,0306143090,E,일본,아시아.태평양 경제협력체/경제협력개발기구,꽃게(냉동한 것) 기타,수출,1850,18067
202506,JP,0301992000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,방어(활어),수입,56656,843638
202506,JP,0301995000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,붕장어(활어),수출,118421,1224684
202506,JP,0301996000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,갯장어(sharp toothed eel/활어),수출,6074,128668
202506,JP,0301997000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,먹장어(활어),수입,11207,90835
202506,JP,1605219000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,새우류(조제 또는 저장처리)(밀폐용기에 넣지 아니한 것)(기타),수입,1.638,25
202506,JP,1605290000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,새우류(조제 또는 저장처리),수입,3.086,72
202506,JP,1212211010,E,일본,아시아.태평양 경제협력체/경제협력개발기구,김(건조한 것)(식용의 것),수출,462157.7,18379845
202506,JP,1212211010,I,일본,아시아.태평양 경제협력체/경제협력개발기구,김(건조한 것)(식용의 것),수입,1.22,65
202506,JP,1212291090,I,일본,아시아.태평양 경제협력체/경제협력개발기구,김(기타),수입,.5,34
202506,JP,1605592090,E,일본,아시아.태평양 경제협력체/경제협력개발기구,소라(조제 또는 저장처리)기타,수출,328,2379
202506,JP,1605599010,I,일본,아시아.태평양 경제협력체/경제협력개발기구,연체동물 기타(조제 또는 저장처리)(밀폐용기에 넣은 것),수입,1.1,179
202506,JP,1605599090,E,일본,아시아.태평양 경제협력체/경제협력개발기구,연체동물 기타(조제 또는 저장처리)(기타),수출,474,5228
202506,JP,1605599090,I,일본,아시아.태평양 경제협력체/경제협력개발기구,연체동물 기타(조제 또는 저장처리)(기타),수입,4.272,108
202506,JP,1605639000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,해파리(조제 또는 저장처리)(기타),수입,1.1,23
202506,JP,1604159000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,고등어(조제/밀폐용기에 넣은 것 이외 기타),수입,54.123,841
202506,JP,0305204030,I,일본,아시아.태평양 경제협력체/경제협력개발기구,"어란(청어/염장,염수장)",수입,50,3073
202506,JP,0302892000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,갈치(신선 또는 냉장),수입,31136,281946
202506,JP,0302893000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,붕장어(신선 또는 냉장),수출,1320,14297
202506,JP,0304491000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,붕장어(신선 또는 냉장한 피레트),수출,58275.2,656203
202506,JP,0307792090,I,일본,아시아.태평양 경제협력체/경제협력개발기구,"클램, 새조개 및 피조개 기타(건조)",수입,1.82,240
202506,JP,1212215010,E,일본,아시아.태평양 경제협력체/경제협력개발기구,다시마(염장한 것)(식용의 것),수출,69000,116496
202506,JP,1212215010,I,일본,아시아.태평양 경제협력체/경제협력개발기구,다시마(염장한 것)(식용의 것),수입,20.1,604
202506,JP,1212215090,E,일본,아시아.태평양 경제협력체/경제협력개발기구,다시마(기타)(식용의 것),수출,1100,26323
202506,JP,1212215090,I,일본,아시아.태평양 경제협력체/경제협력개발기구,다시마(기타)(식용의 것),수입,69.732,1748
202506,JP,1212216090,E,일본,아시아.태평양 경제협력체/경제협력개발기구,우뭇가사리(기타)(식용의 것),수출,8400,112865
202506,JP,1604141039,I,일본,아시아.태평양 경제협력체/경제협력개발기구,버니토우(기타),수입,1600,13704
202506,JP,1604149000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,다랭이류(조제/밀폐용기에 넣은 것 이외 기타),수입,3139.949,48931
202506,JP,1604151000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,고등어(조제/밀폐용기에 넣은 것),수입,13.025,389
202506,JP,0307511000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,"낙지(산것/신선, 냉장)",수출,2378.9,32365
202506,JP,1504101000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,상어의 간유(肝油)와 그 분획물,수입,305,11691
202506,JP,1504109000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,"어류의간유,분획물(상어의간유",수입,1.275,17
202506,JP,0302360000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,"남방참다랑어(터너스 맥코이/신선,냉장)",수출,53813,311526
202506,JP,0302330000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,"가다랑어 또는 줄무늬버니토우(신선,냉장)",수입,200,3485
202506,JP,0302390000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,"기타(신선,냉장)",수출,22145,118675
202506,JP,0302550000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,명태(신선 또는 냉장)(테라그라 찰코그라마),수입,34272,93589
202506,JP,1605409000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,"갑각류 조제품(게,새우,바다가재기타/밀폐용기에넣은것이외기타)",수입,35.312,1192
202506,JP,1605511000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,굴(조제 또는 저장처리)(밀폐용기에 넣은 것),수출,36745,324963
202506,JP,1605519000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,굴(조제 또는 저장처리)(기타),수출,52090,409447
202506,JP,1605542010,I,일본,아시아.태평양 경제협력체/경제협력개발기구,오징어(조제 또는 저장처리)(밀폐용기에 넣은 것),수입,535.755,14582
202506,JP,1605542091,E,일본,아시아.태평양 경제협력체/경제협력개발기구,조미오징어(조제 또는 저장처리)(밀폐용기에 넣은 것),수출,1000,5278
202506,JP,1605542091,I,일본,아시아.태평양 경제협력체/경제협력개발기구,조미오징어(조제 또는 저장처리)(밀폐용기에 넣은 것),수입,37.163,1136
202506,JP,1605542099,I,일본,아시아.태평양 경제협력체/경제협력개발기구,오징어 기타(조제 또는 저장처리),수입,347.762,7898
202506,JP,1605561090,I,일본,아시아.태평양 경제협력체/경제협력개발기구,바지락(조제 또는 저장처리)(기타),수입,2.3,270
202506,JP,1605562090,E,일본,아시아.태평양 경제협력체/경제협력개발기구,새조개(조제 또는 저장처리)(기타),수출,1,1
202506,JP,0301190000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,기타(활어)(민물의 것),수입,10,2490
202506,JP,0303899050,E,일본,아시아.태평양 경제협력체/경제협력개발기구,볼낙(냉동)(적어를 포함한다),수출,5200,132670
202506,JP,0303822000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,홍어(냉동),수입,105100,412185
202506,JP,0303892000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,갈치(냉동),수입,9.3,253
202506,JP,0303893090,I,일본,아시아.태평양 경제협력체/경제협력개발기구,돔(냉동)(기타),수입,361.01,9797
202506,JP,0303894000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,붕장어(냉동),수출,6035,50672
202506,JP,0303899010,E,일본,아시아.태평양 경제협력체/경제협력개발기구,보리멸(냉동),수출,240,823
202506,JP,0304410000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,"태평양 연어(옹코링쿠스- 넬카,고르부스카,케타,차비차,키수츠,마소,,로두루스, 대서양 연어(살모 살라,다뉴브 연어)",수입,3.47,42
202506,JP,0301998000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,넙치(활어),수출,86415,1203955
202506,JP,0301999010,I,일본,아시아.태평양 경제협력체/경제협력개발기구,능성어(활어),수입,1899,36438
202506,JP,0511911010,E,일본,아시아.태평양 경제협력체/경제협력개발기구,부화용알(브라인슈림프알),수출,200,9030
202506,JP,0511919000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,"어류,갑각류,연체동물,수행동",수출,1220178,798753
202506,JP,7116102000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,양식진주로 만든 것   ,수입,4.3,34769
202506,JP,9606291000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,조개껍질로 만든것,수입,7,205
202506,JP,9601901090,E,일본,아시아.태평양 경제협력체/경제협력개발기구,패각(기타),수출,2.25,11123
202506,JP,9601901090,I,일본,아시아.태평양 경제협력체/경제협력개발기구,패각(기타),수입,683030,91646
202506,JP,1604320000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,캐비아 대용물,수입,8785.932,363639
202506,JP,0305541000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,멸치[엔그라울리스(Engraulis)종],수출,95190.975,1323966
202506,JP,0305549000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,기타,수입,19.2,1291
202506,JP,0306332000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,대게,수출,5127,142472
202506,JP,0306332000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,대게,수입,6670,39552
202506,JP,0306339000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,게(기타),수입,8150,255223
202506,JP,0307719000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,"클램, 새조개 및 피조개 기타 살아있는겄, 신선한 것, 냉장한 것",수출,6270,84013
202506,JP,0307719000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,"클램, 새조개 및 피조개 기타 살아있는겄, 신선한 것, 냉장한 것",수입,12335,77472
202506,JP,0308901090,E,일본,아시아.태평양 경제협력체/경제협력개발기구,수생무척추동물의 기타(산 것),수출,13,38
202506,JP,1212292090,I,일본,아시아.태평양 경제협력체/경제협력개발기구,미역(기타),수입,4000,8188
202506,JP,1604141019,E,일본,아시아.태평양 경제협력체/경제협력개발기구,"다랭이류(다랭이, 가다랭이 이외 기타/조제/밀폐용기에 넣은 것)",수출,5.45,37
202506,JP,1604141019,I,일본,아시아.태평양 경제협력체/경제협력개발기구,"다랭이류(다랭이, 가다랭이 이외 기타/조제/밀폐용기에 넣은 것)",수입,7.98,250
202506,JP,0303570000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,황새치(자이피어스글래디어스),수출,103839.6,493558
202506,JP,0303570000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,황새치(자이피어스글래디어스),수입,801.2,3931
202506,JP,0303899099,E,일본,아시아.태평양 경제협력체/경제협력개발기구,기타어류(냉동),수출,8672,43929
202506,JP,0303899099,I,일본,아시아.태평양 경제협력체/경제협력개발기구,기타어류(냉동),수입,37263,79687
202506,JP,1604131000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,정어리(밀폐용기에넣은것),수입,3.709,121
202506,JP,1604139000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,정어리(통조림외조제품),수입,96,2082
202506,JP,0303440000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,눈다랑어(냉동),수출,347417.8,2401644
202506,JP,0303440000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,눈다랑어(냉동),수입,680,1648
202506,JP,0301999099,I,일본,아시아.태평양 경제협력체/경제협력개발기구,기타어류(활어),수입,49135,906138
202506,JP,0508009000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,"연체동물,갑각류,극피동물",수출,1833,32854
202506,JP,0508002090,I,일본,아시아.태평양 경제협력체/경제협력개발기구,기타패각,수입,154854,18541
202506,JP,7101220000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,양식진주(가공한것),수입,5.15,104121
202506,JP,0307714000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,바지락(산 것 신선 또는 냉장한 것),수출,40340,106995
202506,JP,2301209000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,어류외기타 분.조분 및 펠리트,수출,24000,36000
202506,JP,2301201000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,어류의 분.조분 및 펠리트,수출,64020,68546
202506,JP,2501009090,E,일본,아시아.태평양 경제협력체/경제협력개발기구,"기타소금,해수",수출,1040000,17526
202506,JP,2501009090,I,일본,아시아.태평양 경제협력체/경제협력개발기구,"기타소금,해수",수입,204.048,4285
202506,JP,2501009020,I,일본,아시아.태평양 경제협력체/경제협력개발기구,순염화나트륨,수입,125.7,391
202506,JP,2501009010,E,일본,아시아.태평양 경제협력체/경제협력개발기구,식염,수출,35320.779,56262
202506,JP,2501009010,I,일본,아시아.태평양 경제협력체/경제협력개발기구,식염,수입,21119.426,10806
202506,JP,2501001020,E,일본,아시아.태평양 경제협력체/경제협력개발기구,천일염,수출,18097.04,31768
202506,JP,2501001020,I,일본,아시아.태평양 경제협력체/경제협력개발기구,천일염,수입,44.37,145
202506,JP,0304840000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,황새치(냉동한 피레트)(자이피어스 글래디어스),수출,150596.4,1119097
202506,JP,0304840000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,황새치(냉동한 피레트)(자이피어스 글래디어스),수입,44738.7,373151
202506,JP,0304871000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,참다랑어(냉동한 피레트),수출,3082.1,45674
202506,JP,0304879000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,다랑어 기타(냉동한 피레트),수출,744040.8,7182680
202506,JP,0304879000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,다랑어 기타(냉동한 피레트),수입,2696.5,22052
202506,JP,0304891000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,붕장어의 것(냉동한 피레트),수출,29906.5,283818
202506,JP,0304899000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,기타어류의 기타(냉동한 피레트),수출,6663.2,49108
202506,JP,0304899000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,기타어류의 기타(냉동한 피레트),수입,509.4,16256
202506,JP,0307712090,E,일본,아시아.태평양 경제협력체/경제협력개발기구,피조개 기타(산 것  신선 또는 냉장한 것),수출,36995.2,317594
202506,JP,0306149090,E,일본,아시아.태평양 경제협력체/경제협력개발기구,갑각류 기타(냉동한 것)(훈제한것 외 기타),수출,48136,174427
202506,JP,0306149090,I,일본,아시아.태평양 경제협력체/경제협력개발기구,갑각류 기타(냉동한 것)(훈제한것 외 기타),수입,115.696,1240
202506,JP,0305204010,E,일본,아시아.태평양 경제협력체/경제협력개발기구,"어란(명태/염장,염수장)",수출,30,774
202506,JP,0305499000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,"어류(연어, 청어, 멸치, 명태이외 기타/훈제/피레트 포함)",수입,465.8,7698
202506,JP,2104102000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,"어류의 수우프, 브로드와 수우프 브로드 제조용 조제품",수입,17.333,586
202506,JP,0301111000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,비단잉어(활어)(민물의 것),수입,20,6756
202506,JP,0301119000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,기타(활어)(비단잉어 외  민물의 것),수입,12.9,4908
202506,JP,0302820000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,가오리와 홍어(라지대과)(신선 또는 냉장),수입,85405.9,301278
202507,JP,1605579000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,전복(조제 또는 저장처리) 기타,수출,722.4,16918
202507,JP,1604169000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,전갱이(조제/밀폐용기에 넣은 것 이외 기타),수출,5100,75631
202507,JP,1604169000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,전갱이(조제/밀폐용기에 넣은 것 이외 기타),수입,1.82,108
202507,JP,1605589000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,달팽이(조제 또는 저장처리)(기타),수입,.06,6
202507,JP,1605591010,E,일본,아시아.태평양 경제협력체/경제협력개발기구,골뱅이(조제 또는 저장처리)(밀폐용기에 넣은 것),수출,604.8,7894
202507,JP,1605569090,E,일본,아시아.태평양 경제협력체/경제협력개발기구,"클램, 새조개 및 피조개 기타(조제 또는 저장처리)(기타)",수출,10000,11028
202507,JP,1605569090,I,일본,아시아.태평양 경제협력체/경제협력개발기구,"클램, 새조개 및 피조개 기타(조제 또는 저장처리)(기타)",수입,1.697,179
202507,JP,1604141029,E,일본,아시아.태평양 경제협력체/경제협력개발기구,가다랭이(기타),수출,9200,48168
202507,JP,1604141029,I,일본,아시아.태평양 경제협력체/경제협력개발기구,가다랭이(기타),수입,1.235,6
202507,JP,0307911000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,소라(산 것 신선 또는 냉장한 것),수출,4010,22436
202507,JP,2102203090,E,일본,아시아.태평양 경제협력체/경제협력개발기구,클로렐라 효모(기타),수출,5000,48923
202507,JP,2102204010,I,일본,아시아.태평양 경제협력체/경제협력개발기구,스리루리나 효모(둥글넓적한 것),수입,.128,10
202507,JP,2102204090,E,일본,아시아.태평양 경제협력체/경제협력개발기구,스리루리나 효모(기타),수출,235.722,30285
202507,JP,2102204090,I,일본,아시아.태평양 경제협력체/경제협력개발기구,스리루리나 효모(기타),수입,8.35,168
202507,JP,0106122000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,물개,수입,55,16870
202507,JP,0106199000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,기타 포유동물,수출,84,2319
202507,JP,0106199000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,기타 포유동물,수입,1268.244,275363
202507,JP,2008995010,E,일본,아시아.태평양 경제협력체/경제협력개발기구,김,수출,336562.558,9193634
202507,JP,2008995010,I,일본,아시아.태평양 경제협력체/경제협력개발기구,김,수입,707.189,64415
202507,JP,0301994091,I,일본,아시아.태평양 경제협력체/경제협력개발기구,"돔(기타, 참돔)",수입,610569,4687900
202507,JP,0301994099,I,일본,아시아.태평양 경제협력체/경제협력개발기구,"돔(기타, 기타)",수입,16142,243389
202507,JP,0307219000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,"가리비과의조개 기타(산것, 신선, 냉장) - 펙텐, 클라미스, 프라코펙텐 속의 것 제외",수입,763577,3901900
202507,JP,0307221000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,가리비과의조개(냉동),수입,7490,267957
202507,JP,0307299000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,기타 가리비과의조개(기타),수입,.56,37
202507,JP,1605520000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,"가리비과의조개(조제,저장/기타, 밀폐용기에 넣은 것 포함)",수입,1493.97,56601
202507,JP,1605550000,E,일본,아시아.태평양 경제협력체/경제협력개발기구,"문어, 기타조제저장처리문어(밀폐용기에넣은것 포함, 밀폐용기이외)",수출,29106,328048
202507,JP,1605550000,I,일본,아시아.태평양 경제협력체/경제협력개발기구,"문어, 기타조제저장처리문어(밀폐용기에넣은것 포함, 밀폐용기이외)",수입,.2,18
